"simulation","method","lambda","rank","effective_rank","rmse","converged"
18,"SoftImpute (oracle)",1,12,12,0.40248476343393,NA
18,"SoftImpute (oracle)",1,13,13,0.418958937006322,NA
18,"SoftImpute (oracle)",1,14,14,0.43480347041578,NA
18,"SoftImpute (oracle)",1,15,15,0.449791163493781,NA
18,"SoftImpute (oracle)",1,16,16,0.464259185007646,NA
18,"SoftImpute (oracle)",1,17,17,0.478214306555373,NA
18,"SoftImpute (oracle)",1,18,18,0.491565617720599,NA
18,"SoftImpute (oracle)",1,19,19,0.504489066443436,NA
18,"SoftImpute (oracle)",1,20,20,0.516986157527388,NA
18,"SoftImpute (oracle)",1,21,21,0.529167056359657,NA
18,"SoftImpute (oracle)",1,22,22,0.540928791494801,NA
18,"SoftImpute (oracle)",1,23,23,0.552282089235231,NA
18,"SoftImpute (oracle)",1,24,24,0.563365950009748,NA
18,"SoftImpute (oracle)",1,25,25,0.574163377075613,NA
18,"SoftImpute (oracle)",1,26,26,0.58471185644142,NA
18,"SoftImpute (oracle)",1,27,27,0.594966777729757,NA
18,"SoftImpute (oracle)",1,28,28,0.604979173267835,NA
18,"SoftImpute (oracle)",1,29,29,0.614772024141361,NA
18,"SoftImpute (oracle)",1,30,30,0.62435438669177,NA
19,"PCA (oracle)",NA,0,0,0.796737139688262,NA
19,"PCA (oracle)",NA,1,1,0.498699317445383,NA
19,"PCA (oracle)",NA,2,2,0.371855823441705,NA
19,"PCA (oracle)",NA,3,3,0.178493220540617,NA
19,"PCA (oracle)",NA,4,4,0.218810170042021,NA
19,"PCA (oracle)",NA,5,5,0.252192230018335,NA
19,"PCA (oracle)",NA,6,6,0.281283548868539,NA
19,"PCA (oracle)",NA,7,7,0.307188435056997,NA
19,"PCA (oracle)",NA,8,8,0.331068992883712,NA
19,"PCA (oracle)",NA,9,9,0.353012595270164,NA
19,"PCA (oracle)",NA,10,10,0.373296651470661,NA
19,"PCA (oracle)",NA,11,11,0.39231448003458,NA
19,"PCA (oracle)",NA,12,12,0.410295188232509,NA
19,"PCA (oracle)",NA,13,13,0.427213684389019,NA
19,"PCA (oracle)",NA,14,14,0.443414490621494,NA
19,"PCA (oracle)",NA,15,15,0.458927035502095,NA
19,"PCA (oracle)",NA,16,16,0.47373357067865,NA
19,"PCA (oracle)",NA,17,17,0.488066688335375,NA
19,"PCA (oracle)",NA,18,18,0.501833187823696,NA
19,"PCA (oracle)",NA,19,19,0.515134891034718,NA
19,"PCA (oracle)",NA,20,20,0.52785743403835,NA
19,"PCA (oracle)",NA,21,21,0.540192014377408,NA
19,"PCA (oracle)",NA,22,22,0.552096611585452,NA
19,"PCA (oracle)",NA,23,23,0.563690319179986,NA
19,"PCA (oracle)",NA,24,24,0.575017444068443,NA
19,"PCA (oracle)",NA,25,25,0.586061155422741,NA
19,"PCA (oracle)",NA,26,26,0.596815686946785,NA
19,"PCA (oracle)",NA,27,27,0.607258682390888,NA
19,"PCA (oracle)",NA,28,28,0.617489505369624,NA
19,"PCA (oracle)",NA,29,29,0.627311201998926,NA
19,"PCA (oracle)",NA,30,30,0.636934716281139,NA
19,"ICA (oracle)",NA,0,0,0.796737139688262,NA
19,"ICA (oracle)",NA,1,1,0.498699317445383,TRUE
19,"ICA (oracle)",NA,2,2,0.371855823441705,TRUE
19,"ICA (oracle)",NA,3,3,0.178493220540617,TRUE
19,"ICA (oracle)",NA,4,4,0.218810170042021,TRUE
19,"ICA (oracle)",NA,5,5,0.252192230018335,FALSE
19,"ICA (oracle)",NA,6,6,0.281283548868539,FALSE
19,"ICA (oracle)",NA,7,7,0.307188435056997,FALSE
19,"ICA (oracle)",NA,8,8,0.331068992883712,FALSE
19,"ICA (oracle)",NA,9,9,0.353012595270165,FALSE
19,"ICA (oracle)",NA,10,10,0.373296651470661,FALSE
19,"ICA (oracle)",NA,11,11,0.39231448003458,FALSE
19,"ICA (oracle)",NA,12,12,0.41029518823251,FALSE
19,"ICA (oracle)",NA,13,13,0.42721368438902,FALSE
19,"ICA (oracle)",NA,14,14,0.443414490621495,FALSE
19,"ICA (oracle)",NA,15,15,0.458927035502096,FALSE
19,"ICA (oracle)",NA,16,16,0.47373357067865,FALSE
19,"ICA (oracle)",NA,17,17,0.488066688335375,FALSE
19,"ICA (oracle)",NA,18,18,0.501833187823696,FALSE
19,"ICA (oracle)",NA,19,19,0.515134891034718,FALSE
19,"ICA (oracle)",NA,20,20,0.527857434038351,FALSE
19,"ICA (oracle)",NA,21,21,0.540192014377409,FALSE
19,"ICA (oracle)",NA,22,22,0.552096611585452,FALSE
19,"ICA (oracle)",NA,23,23,0.563690319179986,FALSE
19,"ICA (oracle)",NA,24,24,0.575017444068443,FALSE
19,"ICA (oracle)",NA,25,25,0.586061155422741,FALSE
19,"ICA (oracle)",NA,26,26,0.596815686946785,FALSE
19,"ICA (oracle)",NA,27,27,0.607258682390888,FALSE
19,"ICA (oracle)",NA,28,28,0.617489505369624,FALSE
19,"ICA (oracle)",NA,29,29,0.627311201998926,FALSE
19,"ICA (oracle)",NA,30,30,0.636934716281138,FALSE
19,"SoftImpute (oracle)",1,0,0,0.796737139688262,NA
19,"SoftImpute (oracle)",1,1,1,0.498630387578304,NA
19,"SoftImpute (oracle)",1,2,2,0.371626270311796,NA
19,"SoftImpute (oracle)",1,3,3,0.177709067404948,NA
19,"SoftImpute (oracle)",1,4,4,0.216881462057103,NA
19,"SoftImpute (oracle)",1,5,5,0.249408963480371,NA
19,"SoftImpute (oracle)",1,6,6,0.277798880882222,NA
19,"SoftImpute (oracle)",1,7,7,0.303099574584382,NA
19,"SoftImpute (oracle)",1,8,8,0.32644168430543,NA
19,"SoftImpute (oracle)",1,9,9,0.347897197972861,NA
19,"SoftImpute (oracle)",1,10,10,0.367732431040733,NA
19,"SoftImpute (oracle)",1,11,11,0.386332457395933,NA
19,"SoftImpute (oracle)",1,12,12,0.403920802951088,NA
19,"SoftImpute (oracle)",1,13,13,0.420468861401617,NA
19,"SoftImpute (oracle)",1,14,14,0.436317330808559,NA
19,"SoftImpute (oracle)",1,15,15,0.451493434244017,NA
19,"SoftImpute (oracle)",1,16,16,0.465977741832657,NA
19,"SoftImpute (oracle)",1,17,17,0.480000801406061,NA
19,"SoftImpute (oracle)",1,18,18,0.493468502656426,NA
19,"SoftImpute (oracle)",1,19,19,0.506481419368037,NA
19,"SoftImpute (oracle)",1,20,20,0.518924640403867,NA
19,"SoftImpute (oracle)",1,21,21,0.530988156263535,NA
19,"SoftImpute (oracle)",1,22,22,0.542629442707244,NA
19,"SoftImpute (oracle)",1,23,23,0.553966760840083,NA
19,"SoftImpute (oracle)",1,24,24,0.565043851030873,NA
19,"SoftImpute (oracle)",1,25,25,0.575843519758416,NA
19,"SoftImpute (oracle)",1,26,26,0.586359649858413,NA
19,"SoftImpute (oracle)",1,27,27,0.596569610575371,NA
19,"SoftImpute (oracle)",1,28,28,0.60657223709521,NA
19,"SoftImpute (oracle)",1,29,29,0.616170790066229,NA
19,"SoftImpute (oracle)",1,30,30,0.625575451341298,NA
20,"PCA (oracle)",NA,0,0,0.872386880196409,NA
20,"PCA (oracle)",NA,1,1,0.599138698148358,NA
20,"PCA (oracle)",NA,2,2,0.40986740908739,NA
20,"PCA (oracle)",NA,3,3,0.176238090612075,NA
20,"PCA (oracle)",NA,4,4,0.216626011187221,NA
20,"PCA (oracle)",NA,5,5,0.25023308384297,NA
20,"PCA (oracle)",NA,6,6,0.27931088493591,NA
20,"PCA (oracle)",NA,7,7,0.305195979813673,NA
20,"PCA (oracle)",NA,8,8,0.328849032377065,NA
20,"PCA (oracle)",NA,9,9,0.350674730085869,NA
20,"PCA (oracle)",NA,10,10,0.371120605451238,NA
20,"PCA (oracle)",NA,11,11,0.390335298154822,NA
20,"PCA (oracle)",NA,12,12,0.408536052938956,NA
20,"PCA (oracle)",NA,13,13,0.425711705106027,NA
20,"PCA (oracle)",NA,14,14,0.44214542470271,NA
20,"PCA (oracle)",NA,15,15,0.457748521173546,NA
20,"PCA (oracle)",NA,16,16,0.472709430686733,NA
20,"PCA (oracle)",NA,17,17,0.487106847060593,NA
20,"PCA (oracle)",NA,18,18,0.500948062993396,NA
20,"PCA (oracle)",NA,19,19,0.514370024557922,NA
20,"PCA (oracle)",NA,20,20,0.527409554384972,NA
20,"PCA (oracle)",NA,21,21,0.540025347427847,NA
20,"PCA (oracle)",NA,22,22,0.552141108094381,NA
20,"PCA (oracle)",NA,23,23,0.563850707548215,NA
20,"PCA (oracle)",NA,24,24,0.575234533187702,NA
20,"PCA (oracle)",NA,25,25,0.586300660857316,NA
20,"PCA (oracle)",NA,26,26,0.597052523481241,NA
20,"PCA (oracle)",NA,27,27,0.607378758639325,NA
20,"PCA (oracle)",NA,28,28,0.617520212170375,NA
20,"PCA (oracle)",NA,29,29,0.627428745261348,NA
20,"PCA (oracle)",NA,30,30,0.637094761201295,NA
20,"ICA (oracle)",NA,0,0,0.872386880196409,NA
20,"ICA (oracle)",NA,1,1,0.599138698148358,TRUE
20,"ICA (oracle)",NA,2,2,0.40986740908739,TRUE
20,"ICA (oracle)",NA,3,3,0.176238090612075,TRUE
20,"ICA (oracle)",NA,4,4,0.216626011187221,TRUE
20,"ICA (oracle)",NA,5,5,0.250233083842969,TRUE
20,"ICA (oracle)",NA,6,6,0.27931088493591,FALSE
20,"ICA (oracle)",NA,7,7,0.305195979813673,FALSE
20,"ICA (oracle)",NA,8,8,0.328849032377065,FALSE
20,"ICA (oracle)",NA,9,9,0.350674730085869,FALSE
20,"ICA (oracle)",NA,10,10,0.371120605451238,FALSE
20,"ICA (oracle)",NA,11,11,0.390335298154822,FALSE
20,"ICA (oracle)",NA,12,12,0.408536052938956,FALSE
20,"ICA (oracle)",NA,13,13,0.425711705106027,FALSE
20,"ICA (oracle)",NA,14,14,0.44214542470271,FALSE
20,"ICA (oracle)",NA,15,15,0.457748521173546,FALSE
20,"ICA (oracle)",NA,16,16,0.472709430686733,FALSE
20,"ICA (oracle)",NA,17,17,0.487106847060592,FALSE
20,"ICA (oracle)",NA,18,18,0.500948062993396,FALSE
20,"ICA (oracle)",NA,19,19,0.514370024557922,FALSE
20,"ICA (oracle)",NA,20,20,0.527409554384971,FALSE
20,"ICA (oracle)",NA,21,21,0.540025347427847,FALSE
20,"ICA (oracle)",NA,22,22,0.552141108094381,FALSE
20,"ICA (oracle)",NA,23,23,0.563850707548215,FALSE
20,"ICA (oracle)",NA,24,24,0.575234533187702,FALSE
20,"ICA (oracle)",NA,25,25,0.586300660857316,FALSE
20,"ICA (oracle)",NA,26,26,0.597052523481241,FALSE
20,"ICA (oracle)",NA,27,27,0.607378758639325,FALSE
20,"ICA (oracle)",NA,28,28,0.617520212170375,FALSE
20,"ICA (oracle)",NA,29,29,0.627428745261347,FALSE
20,"ICA (oracle)",NA,30,30,0.637094761201295,FALSE
20,"SoftImpute (oracle)",1,0,0,0.872386880196409,NA
20,"SoftImpute (oracle)",1,1,1,0.599085145273424,NA
20,"SoftImpute (oracle)",1,2,2,0.409658382204611,NA
20,"SoftImpute (oracle)",1,3,3,0.175475253201807,NA
20,"SoftImpute (oracle)",1,4,4,0.214709570887575,NA
20,"SoftImpute (oracle)",1,5,5,0.247456648636373,NA
20,"SoftImpute (oracle)",1,6,6,0.275831154286777,NA
20,"SoftImpute (oracle)",1,7,7,0.301110858794722,NA
20,"SoftImpute (oracle)",1,8,8,0.324225507437594,NA
20,"SoftImpute (oracle)",1,9,9,0.345562771747797,NA
20,"SoftImpute (oracle)",1,10,10,0.365558593352533,NA
20,"SoftImpute (oracle)",1,11,11,0.384354367818624,NA
20,"SoftImpute (oracle)",1,12,12,0.402161760645262,NA
20,"SoftImpute (oracle)",1,13,13,0.418965993904642,NA
20,"SoftImpute (oracle)",1,14,14,0.43504659959502,NA
20,"SoftImpute (oracle)",1,15,15,0.450312945233699,NA
20,"SoftImpute (oracle)",1,16,16,0.464951180068295,NA
20,"SoftImpute (oracle)",1,17,17,0.479038367994503,NA
20,"SoftImpute (oracle)",1,18,18,0.492580602788251,NA
20,"SoftImpute (oracle)",1,19,19,0.505713502111625,NA
20,"SoftImpute (oracle)",1,20,20,0.51847297580209,NA
20,"SoftImpute (oracle)",1,21,21,0.530817099932649,NA
20,"SoftImpute (oracle)",1,22,22,0.542669126549718,NA
20,"SoftImpute (oracle)",1,23,23,0.554122158979873,NA
20,"SoftImpute (oracle)",1,24,24,0.565255922169347,NA
20,"SoftImpute (oracle)",1,25,25,0.576078058611595,NA
20,"SoftImpute (oracle)",1,26,26,0.586591625604695,NA
20,"SoftImpute (oracle)",1,27,27,0.596685201302885,NA
20,"SoftImpute (oracle)",1,28,28,0.606598749355181,NA
20,"SoftImpute (oracle)",1,29,29,0.616283992283214,NA
20,"SoftImpute (oracle)",1,30,30,0.625731121316593,NA
21,"PCA (oracle)",NA,0,0,0.853843363264895,NA
21,"PCA (oracle)",NA,1,1,0.516988396211942,NA
21,"PCA (oracle)",NA,2,2,0.375883955564619,NA
21,"PCA (oracle)",NA,3,3,0.176756258236187,NA
21,"PCA (oracle)",NA,4,4,0.217257429927933,NA
21,"PCA (oracle)",NA,5,5,0.251178730305294,NA
21,"PCA (oracle)",NA,6,6,0.280446665110487,NA
21,"PCA (oracle)",NA,7,7,0.306575133158072,NA
21,"PCA (oracle)",NA,8,8,0.330157822781856,NA
21,"PCA (oracle)",NA,9,9,0.351855168638971,NA
21,"PCA (oracle)",NA,10,10,0.372084700057043,NA
21,"PCA (oracle)",NA,11,11,0.390996389854894,NA
21,"PCA (oracle)",NA,12,12,0.408903013932133,NA
21,"PCA (oracle)",NA,13,13,0.425969734428367,NA
21,"PCA (oracle)",NA,14,14,0.442159721060676,NA
21,"PCA (oracle)",NA,15,15,0.457666898201224,NA
21,"PCA (oracle)",NA,16,16,0.472510751919311,NA
21,"PCA (oracle)",NA,17,17,0.486673004111497,NA
21,"PCA (oracle)",NA,18,18,0.500324045306211,NA
21,"PCA (oracle)",NA,19,19,0.513525590749585,NA
21,"PCA (oracle)",NA,20,20,0.526297855803091,NA
21,"PCA (oracle)",NA,21,21,0.538668418533858,NA
21,"PCA (oracle)",NA,22,22,0.550704230427184,NA
21,"PCA (oracle)",NA,23,23,0.562346722709165,NA
21,"PCA (oracle)",NA,24,24,0.57369226580129,NA
21,"PCA (oracle)",NA,25,25,0.584721875484191,NA
21,"PCA (oracle)",NA,26,26,0.595565683853196,NA
21,"PCA (oracle)",NA,27,27,0.605972958861936,NA
21,"PCA (oracle)",NA,28,28,0.616164077119325,NA
21,"PCA (oracle)",NA,29,29,0.626178648559567,NA
21,"PCA (oracle)",NA,30,30,0.635902241150357,NA
21,"ICA (oracle)",NA,0,0,0.853843363264895,NA
21,"ICA (oracle)",NA,1,1,0.516988396211942,TRUE
21,"ICA (oracle)",NA,2,2,0.375883955564619,TRUE
21,"ICA (oracle)",NA,3,3,0.176756258236187,TRUE
21,"ICA (oracle)",NA,4,4,0.217257429927933,TRUE
21,"ICA (oracle)",NA,5,5,0.251178730305294,TRUE
21,"ICA (oracle)",NA,6,6,0.280446665110487,TRUE
21,"ICA (oracle)",NA,7,7,0.306575133158072,TRUE
21,"ICA (oracle)",NA,8,8,0.330157822781856,FALSE
21,"ICA (oracle)",NA,9,9,0.351855168638971,FALSE
21,"ICA (oracle)",NA,10,10,0.372084700057044,TRUE
21,"ICA (oracle)",NA,11,11,0.390996389854894,FALSE
21,"ICA (oracle)",NA,12,12,0.408903013932133,TRUE
21,"ICA (oracle)",NA,13,13,0.425969734428367,FALSE
21,"ICA (oracle)",NA,14,14,0.442159721060676,FALSE
21,"ICA (oracle)",NA,15,15,0.457666898201224,FALSE
21,"ICA (oracle)",NA,16,16,0.472510751919311,FALSE
21,"ICA (oracle)",NA,17,17,0.486673004111497,FALSE
21,"ICA (oracle)",NA,18,18,0.500324045306211,FALSE
21,"ICA (oracle)",NA,19,19,0.513525590749585,FALSE
21,"ICA (oracle)",NA,20,20,0.526297855803092,FALSE
21,"ICA (oracle)",NA,21,21,0.538668418533858,FALSE
21,"ICA (oracle)",NA,22,22,0.550704230427185,FALSE
21,"ICA (oracle)",NA,23,23,0.562346722709165,FALSE
21,"ICA (oracle)",NA,24,24,0.57369226580129,FALSE
21,"ICA (oracle)",NA,25,25,0.584721875484191,FALSE
21,"ICA (oracle)",NA,26,26,0.595565683853196,FALSE
21,"ICA (oracle)",NA,27,27,0.605972958861936,FALSE
21,"ICA (oracle)",NA,28,28,0.616164077119326,FALSE
21,"ICA (oracle)",NA,29,29,0.626178648559567,FALSE
21,"ICA (oracle)",NA,30,30,0.635902241150357,FALSE
21,"SoftImpute (oracle)",1,0,0,0.853843363264895,NA
21,"SoftImpute (oracle)",1,1,1,0.516931424168668,NA
21,"SoftImpute (oracle)",1,2,2,0.375650865835692,NA
21,"SoftImpute (oracle)",1,3,3,0.175889650326594,NA
21,"SoftImpute (oracle)",1,4,4,0.215256224813023,NA
21,"SoftImpute (oracle)",1,5,5,0.248327342494255,NA
21,"SoftImpute (oracle)",1,6,6,0.276899261400258,NA
21,"SoftImpute (oracle)",1,7,7,0.302427381116741,NA
21,"SoftImpute (oracle)",1,8,8,0.325476855711644,NA
21,"SoftImpute (oracle)",1,9,9,0.346690114224881,NA
21,"SoftImpute (oracle)",1,10,10,0.366473461393943,NA
21,"SoftImpute (oracle)",1,11,11,0.384969757593738,NA
21,"SoftImpute (oracle)",1,12,12,0.40248600382595,NA
21,"SoftImpute (oracle)",1,13,13,0.419183368637587,NA
21,"SoftImpute (oracle)",1,14,14,0.435022427071689,NA
21,"SoftImpute (oracle)",1,15,15,0.450194409250842,NA
21,"SoftImpute (oracle)",1,16,16,0.46471704120898,NA
21,"SoftImpute (oracle)",1,17,17,0.478570681765154,NA
21,"SoftImpute (oracle)",1,18,18,0.49192410909266,NA
21,"SoftImpute (oracle)",1,19,19,0.50483792028558,NA
21,"SoftImpute (oracle)",1,20,20,0.517331465298385,NA
21,"SoftImpute (oracle)",1,21,21,0.529431552259101,NA
21,"SoftImpute (oracle)",1,22,22,0.541204369075422,NA
21,"SoftImpute (oracle)",1,23,23,0.552590956441148,NA
21,"SoftImpute (oracle)",1,24,24,0.563686991556935,NA
21,"SoftImpute (oracle)",1,25,25,0.574473126514095,NA
21,"SoftImpute (oracle)",1,26,26,0.585078835929133,NA
21,"SoftImpute (oracle)",1,27,27,0.595253636780017,NA
21,"SoftImpute (oracle)",1,28,28,0.605217099109714,NA
21,"SoftImpute (oracle)",1,29,29,0.615008485817281,NA
21,"SoftImpute (oracle)",1,30,30,0.624513394409122,NA
22,"PCA (oracle)",NA,0,0,0.774842696323258,NA
22,"PCA (oracle)",NA,1,1,0.457712078593078,NA
22,"PCA (oracle)",NA,2,2,0.341828817705499,NA
22,"PCA (oracle)",NA,3,3,0.175067982252799,NA
22,"PCA (oracle)",NA,4,4,0.21511345649612,NA
22,"PCA (oracle)",NA,5,5,0.248653496144129,NA
22,"PCA (oracle)",NA,6,6,0.277678810011343,NA
22,"PCA (oracle)",NA,7,7,0.303826073853295,NA
22,"PCA (oracle)",NA,8,8,0.327485650416125,NA
22,"PCA (oracle)",NA,9,9,0.349287640836887,NA
22,"PCA (oracle)",NA,10,10,0.36973269676354,NA
22,"PCA (oracle)",NA,11,11,0.388887887939012,NA
22,"PCA (oracle)",NA,12,12,0.406991986155846,NA
22,"PCA (oracle)",NA,13,13,0.424215440389096,NA
22,"PCA (oracle)",NA,14,14,0.440535370010612,NA
22,"PCA (oracle)",NA,15,15,0.455929977270256,NA
22,"PCA (oracle)",NA,16,16,0.47072253534057,NA
22,"PCA (oracle)",NA,17,17,0.484892822609206,NA
22,"PCA (oracle)",NA,18,18,0.498598540975504,NA
22,"PCA (oracle)",NA,19,19,0.511838166351985,NA
22,"PCA (oracle)",NA,20,20,0.524598485838517,NA
22,"PCA (oracle)",NA,21,21,0.536951352866612,NA
22,"PCA (oracle)",NA,22,22,0.548955217516408,NA
22,"PCA (oracle)",NA,23,23,0.560677719360979,NA
22,"PCA (oracle)",NA,24,24,0.572089529673058,NA
22,"PCA (oracle)",NA,25,25,0.58317467932124,NA
22,"PCA (oracle)",NA,26,26,0.593975851800069,NA
22,"PCA (oracle)",NA,27,27,0.604474426027485,NA
22,"PCA (oracle)",NA,28,28,0.614732293840598,NA
22,"PCA (oracle)",NA,29,29,0.624768047738899,NA
22,"PCA (oracle)",NA,30,30,0.634506035644174,NA
22,"ICA (oracle)",NA,0,0,0.774842696323258,NA
22,"ICA (oracle)",NA,1,1,0.457712078593078,TRUE
22,"ICA (oracle)",NA,2,2,0.341828817705499,TRUE
22,"ICA (oracle)",NA,3,3,0.175067982252798,TRUE
22,"ICA (oracle)",NA,4,4,0.21511345649612,TRUE
22,"ICA (oracle)",NA,5,5,0.248653496144129,TRUE
22,"ICA (oracle)",NA,6,6,0.277678810011343,FALSE
22,"ICA (oracle)",NA,7,7,0.303826073853295,FALSE
22,"ICA (oracle)",NA,8,8,0.327485650416125,FALSE
22,"ICA (oracle)",NA,9,9,0.349287640836887,FALSE
22,"ICA (oracle)",NA,10,10,0.36973269676354,FALSE
22,"ICA (oracle)",NA,11,11,0.388887887939012,FALSE
22,"ICA (oracle)",NA,12,12,0.406991986155846,FALSE
22,"ICA (oracle)",NA,13,13,0.424215440389095,FALSE
22,"ICA (oracle)",NA,14,14,0.440535370010612,FALSE
22,"ICA (oracle)",NA,15,15,0.455929977270256,FALSE
22,"ICA (oracle)",NA,16,16,0.47072253534057,FALSE
22,"ICA (oracle)",NA,17,17,0.484892822609206,FALSE
22,"ICA (oracle)",NA,18,18,0.498598540975503,FALSE
22,"ICA (oracle)",NA,19,19,0.511838166351984,FALSE
22,"ICA (oracle)",NA,20,20,0.524598485838517,FALSE
22,"ICA (oracle)",NA,21,21,0.536951352866612,FALSE
22,"ICA (oracle)",NA,22,22,0.548955217516408,FALSE
22,"ICA (oracle)",NA,23,23,0.560677719360979,FALSE
22,"ICA (oracle)",NA,24,24,0.572089529673057,FALSE
22,"ICA (oracle)",NA,25,25,0.58317467932124,FALSE
22,"ICA (oracle)",NA,26,26,0.593975851800069,FALSE
22,"ICA (oracle)",NA,27,27,0.604474426027485,FALSE
22,"ICA (oracle)",NA,28,28,0.614732293840598,FALSE
22,"ICA (oracle)",NA,29,29,0.624768047738899,FALSE
22,"ICA (oracle)",NA,30,30,0.634506035644174,FALSE
22,"SoftImpute (oracle)",1,0,0,0.774842696323258,NA
22,"SoftImpute (oracle)",1,1,1,0.457652702677779,NA
22,"SoftImpute (oracle)",1,2,2,0.341565894354958,NA
22,"SoftImpute (oracle)",1,3,3,0.174253149457378,NA
22,"SoftImpute (oracle)",1,4,4,0.213155203468413,NA
22,"SoftImpute (oracle)",1,5,5,0.245839670545576,NA
22,"SoftImpute (oracle)",1,6,6,0.274164818658547,NA
22,"SoftImpute (oracle)",1,7,7,0.299707625440899,NA
22,"SoftImpute (oracle)",1,8,8,0.322830705384916,NA
22,"SoftImpute (oracle)",1,9,9,0.344145953408343,NA
22,"SoftImpute (oracle)",1,10,10,0.364142311395731,NA
22,"SoftImpute (oracle)",1,11,11,0.382879933858948,NA
22,"SoftImpute (oracle)",1,12,12,0.400591953204931,NA
22,"SoftImpute (oracle)",1,13,13,0.417444705309948,NA
22,"SoftImpute (oracle)",1,14,14,0.43341259666662,NA
22,"SoftImpute (oracle)",1,15,15,0.448471671179822,NA
22,"SoftImpute (oracle)",1,16,16,0.462942550851227,NA
22,"SoftImpute (oracle)",1,17,17,0.476803669452612,NA
22,"SoftImpute (oracle)",1,18,18,0.490211153608099,NA
22,"SoftImpute (oracle)",1,19,19,0.503162518843362,NA
22,"SoftImpute (oracle)",1,20,20,0.515643755281502,NA
22,"SoftImpute (oracle)",1,21,21,0.527725827289696,NA
22,"SoftImpute (oracle)",1,22,22,0.539466435384785,NA
22,"SoftImpute (oracle)",1,23,23,0.550932533629158,NA
22,"SoftImpute (oracle)",1,24,24,0.562094400149624,NA
22,"SoftImpute (oracle)",1,25,25,0.572935688141395,NA
22,"SoftImpute (oracle)",1,26,26,0.583498615932084,NA
22,"SoftImpute (oracle)",1,27,27,0.593764276703448,NA
22,"SoftImpute (oracle)",1,28,28,0.603794127380709,NA
22,"SoftImpute (oracle)",1,29,29,0.61360645670228,NA
22,"SoftImpute (oracle)",1,30,30,0.623125546100714,NA
23,"PCA (oracle)",NA,0,0,0.864055425255499,NA
23,"PCA (oracle)",NA,1,1,0.53385513482414,NA
23,"PCA (oracle)",NA,2,2,0.370065814741567,NA
23,"PCA (oracle)",NA,3,3,0.175313734761332,NA
23,"PCA (oracle)",NA,4,4,0.216188976328025,NA
23,"PCA (oracle)",NA,5,5,0.24939819817494,NA
23,"PCA (oracle)",NA,6,6,0.278347163255776,NA
23,"PCA (oracle)",NA,7,7,0.304186903607415,NA
23,"PCA (oracle)",NA,8,8,0.327665283342114,NA
23,"PCA (oracle)",NA,9,9,0.349382409754178,NA
23,"PCA (oracle)",NA,10,10,0.369707274627167,NA
23,"PCA (oracle)",NA,11,11,0.388906200836675,NA
23,"PCA (oracle)",NA,12,12,0.406870603460285,NA
23,"PCA (oracle)",NA,13,13,0.423807515670936,NA
23,"PCA (oracle)",NA,14,14,0.439943296439935,NA
23,"PCA (oracle)",NA,15,15,0.455422495978637,NA
23,"PCA (oracle)",NA,16,16,0.470288753664924,NA
23,"PCA (oracle)",NA,17,17,0.484452431393671,NA
23,"PCA (oracle)",NA,18,18,0.498100115135854,NA
23,"PCA (oracle)",NA,19,19,0.511312981261808,NA
23,"PCA (oracle)",NA,20,20,0.524130612463498,NA
23,"PCA (oracle)",NA,21,21,0.536514823279077,NA
23,"PCA (oracle)",NA,22,22,0.548317312506022,NA
23,"PCA (oracle)",NA,23,23,0.559812228133971,NA
23,"PCA (oracle)",NA,24,24,0.571028376891319,NA
23,"PCA (oracle)",NA,25,25,0.581939701109984,NA
23,"PCA (oracle)",NA,26,26,0.592647673350601,NA
23,"PCA (oracle)",NA,27,27,0.603100912460509,NA
23,"PCA (oracle)",NA,28,28,0.613255617863882,NA
23,"PCA (oracle)",NA,29,29,0.623196145920602,NA
23,"PCA (oracle)",NA,30,30,0.632969347883003,NA
23,"ICA (oracle)",NA,0,0,0.864055425255499,NA
23,"ICA (oracle)",NA,1,1,0.53385513482414,TRUE
23,"ICA (oracle)",NA,2,2,0.370065814741567,TRUE
23,"ICA (oracle)",NA,3,3,0.175313734761332,TRUE
23,"ICA (oracle)",NA,4,4,0.216188976328025,TRUE
23,"ICA (oracle)",NA,5,5,0.24939819817494,TRUE
23,"ICA (oracle)",NA,6,6,0.278347163255776,TRUE
23,"ICA (oracle)",NA,7,7,0.304186903607415,TRUE
23,"ICA (oracle)",NA,8,8,0.327665283342114,FALSE
23,"ICA (oracle)",NA,9,9,0.349382409754178,FALSE
23,"ICA (oracle)",NA,10,10,0.369707274627167,FALSE
23,"ICA (oracle)",NA,11,11,0.388906200836676,FALSE
23,"ICA (oracle)",NA,12,12,0.406870603460285,FALSE
23,"ICA (oracle)",NA,13,13,0.423807515670936,FALSE
23,"ICA (oracle)",NA,14,14,0.439943296439935,FALSE
23,"ICA (oracle)",NA,15,15,0.455422495978637,FALSE
23,"ICA (oracle)",NA,16,16,0.470288753664924,FALSE
23,"ICA (oracle)",NA,17,17,0.484452431393671,FALSE
23,"ICA (oracle)",NA,18,18,0.498100115135854,FALSE
23,"ICA (oracle)",NA,19,19,0.511312981261808,FALSE
23,"ICA (oracle)",NA,20,20,0.524130612463498,FALSE
23,"ICA (oracle)",NA,21,21,0.536514823279077,FALSE
23,"ICA (oracle)",NA,22,22,0.548317312506022,FALSE
23,"ICA (oracle)",NA,23,23,0.559812228133972,FALSE
